review;label
['aplikasi', 'belum', 'layak', 'untuk', 'dioperasikan', 'bisa', 'dilihat', 'dari', 'komenan', 'kawan', 'pas', 'unggah', 'selalu', 'logout', 'sendiri', 'kualitas', 'gambar', 'bukan', 'kesalah', 'spek', 'android', 'camera', 'saat', 'poto', 'biasa', 'jernih', 'dan', 'fokus', 'diaplikasi', 'ini', 'hasil', 'poto', 'buram', 'dan', 'tidak', 'dapat', 'difokuskan', 'secara', 'manual', 'mungkin', 'mengingat', 'kualitas', 'gambar', 'hd', 'memakan', 'penyimpanan', 'besar', 'mungkin', 'tapi', 'ini', 'kualitasnya', 'buram', 'terlalu', 'kecil', 'tolong', 'perbaiki', 'secepatnya'];0.0
['mohon', 'dibenahi', 'kembali', 'tulisan', 'x', 'kadang', 'sering', 'terbaca', 'jadi', 'hati', 'hati', 'buat', 'kawan', 'si', 'rekap', 'walau', 'tulisan', 'sudah', 'hijau', 'itu', 'belum', 'tentu', 'data', 'sama', 'dengan', 'yg', 'sudah', 'difoto', 'semoga', 'secepatnya', 'si', 'rekap', 'ini', 'berfungsi', 'dengan', 'semestinya', 'pada', 'hari', 'h', 'nanti', 'dan', 'mempermudah', 'merekap', 'data', 'selayaknya'];0.0
['berdasarkan', 'hasil', 'pengalaman', 'simulasi', 'banyak', 'sekali', 'kendala', 'dari', 'sistem', 'nya', 'awalnya', 'pengiriman', 'foto', 'kadang', 'berhasil', 'terkirim', 'tapi', 'proses', 'nya', 'ngak', 'bisa', 'padahal', 'kualitas', 'fotonya', 'menurut', 'kita', 'liat', 'sudah', 'sangat', 'memadai', 'foto', 'dpr', 'yg', 'saya', 'tes', 'satu', 'yg', 'terverifikasi', 'ngak', 'bisa', 'kita', 'coba', 'lanjut', 'untuk', 'mengunci', 'dan', 'pdfkan', 'karena', 'tidak', 'selesai', 'semuanya', 'sudah', 'berulang', 'kali', 'di', 'coba', 'tetap', 'ngak', 'bisa', 'di', 'proses'];0.0
['mohon', 'ditambahkan', 'beberapa', 'menu', 'mode', 'kamera', 'yg', 'akan', 'digunakan', 'beberapa', 'kamera', 'hp', 'auto', 'mode', 'tidak', 'bisa', 'dirubah', 'ke', 'mode', 'normal', 'optimal', 'sehingga', 'banyak', 'masalah', 'gambar', 'tidak', 'terfoto', 'dengan', 'jelas', 'ketika', 'uji', 'coba', 'upload', 'foto', 'yang', 'ada', 'log', 'out', 'log', 'in', 'sendiri', 'alhasil', 'beberapa', 'kali', 'ganti', 'password', 'dan', 'bahkan', 'banyak', 'yang', 'fotonya', 'tidak', 'terkirim', 'dan', 'itu', 'sangat', 'sangat', 'menghambat', 'proses', 'pengiriman', 'foto', 'sirekap'];0.0
['sedikit', 'saran', 'ttg', 'aplikasi', 'ini', 'aplikasi', 'ini', 'agar', 'bisa', 'mengakses', 'kamera', 'utama', 'supaya', 'gambar', 'yg', 'di', 'ambil', 'lebih', 'tajam', 'hasilnya', 'karna', 'selama', 'uji', 'coba', 'kemarin', 'gambar', 'yg', 'di', 'ambil', 'rata', 'blur', 'walaupun', 'pencahayaannya', 'cukup', 'padahal', 'banyak', 'teman', 'sirekap', 'punya', 'device', 'yg', 'lumayan', 'bagus', 'dr', 'segi', 'kamera', 'hasil', 'gambar', 'itu', 'jg', 'sangat', 'mempengaruhi', 'saat', 'upload', 'gambar', 'yg', 'sering', 'gagal', 'tidak', 'terbaca', 'oleh', 'sistem', 'mohon', 'untuk', 'diperbaiki', 'atau', 'ditingkatkan', 'terima', 'kasih'];0.0
['segera', 'perbaiki', 'menu', 'detail', 'pemilihan', 'sebab', 'gagal', 'lakukan', 'koreksi', 'hasil', 'pengambilan', 'foto', 'form', 'c', 'periksa', 'form', 'c', 'hasil', 'dalam', 'jendela', 'periksa', 'kesesuaian', 'data', 'hanya', 'bisa', 'kasih', 'x', 'cross', 'tidak', 'sesuai', 'tp', 'jumlah', 'yg', 'perlu', 'dikoreksi', 'tidak', 'muncul', 'editable', 'box', 'nya', 'terima', 'kasih'];0.0
['aplikasi', 'sangat', 'tidak', 'layak', 'digunakan', 'tidak', 'akan', 'mempercepat', 'tapi', 'malah', 'mempersulit', 'mohon', 'disempurnakan', 'lagi', 'sangat', 'banyak', 'kekurangan', 'pada', 'saat', 'hp', 'posisi', 'online', 'di', 'aplikasi', 'terdeteksi', 'offline', 'saat', 'unggah', 'foto', 'aplikasi', 'tidak', 'benar', 'bisa', 'membaca', 'angka', 'di', 'c', 'plano', 'unggah', 'foto', 'pada', 'menu', 'dpr', 'waktunya', 'sangat', 'lama', 'dll', 'masih', 'banyak', 'kekurangan'];0.0
['aplikasinya', 'terlalu', 'banyak', 'manual', 'bukan', 'mempermudah', 'tpi', 'memperlama', 'penjumlahan', 'masih', 'manual', 'tidak', 'otomatis', 'jika', 'terjadi', 'ketidak', 'sesuaian', 'suara', 'hanya', 'diberi', 'tanda', 'saja', 'dan', 'tidak', 'bisa', 'mengubah', 'angka', 'yang', 'sebenarnya', 'ketika', 'kirim', 'foto', 'mental', 'ketika', 'foto', 'c', 'hasil', 'meskipun', 'buram', 'tapi', 'tetap', 'lolos', 'verifikasi', 'tidak', 'bisa', 'hapus', 'foto', 'dan', 'edit', 'jumlah', 'suara', 'sebelum', 'mengunci', 'dokumen', 'ketika', 'login', 'sulit', 'ketika', 'mau', 'kirim', 'pdf', 'ke', 'saksi', 'pengawas', 'mental', 'lagi', 'kalau', 'belum', 'siap', 'jangan', 'dipaksakan'];0.0
['aplikasi', 'di', 'bwt', 'untuk', 'formalitas', 'aja', 'mangkanya', 'tiap', 'kali', 'di', 'perbarui', 'aplikasinya', 'gak', 'ada', 'peningkatan', 'kualitas', 'baik', 'aplikasinya', 'yg', 'kurang', 'stabil', 'maupun', 'server', 'yg', 'di', 'gunakan', 'sehingga', 'pas', 'waktu', 'pencatatan', 'hasil', 'pemilu', 'melalui', 'aplikasi', 'seringkali', 'terjadi', 'error'];0.0
['untuk', 'aplikasi', 'sekelas', 'nasional', 'ini', 'benar', 'benar', 'jelek', 'unggah', 'gambar', 'susah', 'dibuat', 'mode', 'pesawat', 'bisa', 'tapi', 'harus', 'masukkan', 'angka', 'secara', 'manual', 'belum', 'lagi', 'untuk', 'membuat', 'dokumen', 'pdf', 'nya', 'lama', 'mulai', 'sore', 'sampai', 'pagi', 'tetap', 'tidak', 'bisa', 'dibuat', 'untuk', 'tim', 'pembuat', 'aplikasi', 'kalau', 'ada', 'komen', 'komen', 'gini', 'tolong', 'dibaca', 'dan', 'diperbaiki', 'karena', 'yang', 'memakai', 'aplikasi', 'ini', 'kan', 'kpps', 'untuk', 'kelancaran', 'pemilu', 'juga', 'besok', 'yang', 'buat', 'lama', 'bukan', 'penghitungan', 'suara', 'tapi', 'sirekap', 'bermasalah', 'bukan', 'mempermudah', 'jadi', 'mempersulit'];0.0
